Tweet_lemmatized
"['wiscoteaparty', 'wiassemblygop', 'getting', 'universalhealthcare', 'medicareforall']"
"['joebiden', 'support', 'medicareforall', 'universalhealthcare']"
"['doesnt', 'matter', 'healthcare', 'crisis', 'family', 'united', 'state', 'destroy', 'y…', 'httpstcoeunyavzd']"
"['rt', 'altpod', 'pls', 'espyoung', 'womenearly', 'detectionearly', 'prevention', '\nbreastcancerawareness', 'breastcancerawarenessmonth', 'universalhealthcare…']"
"['holy', 'f', 'ive', 'never', 'angrier', 'life', 'watching', 'nba', 'draft', 'stream', 'apparently', 'canadian', 'feed…', 'httpstcohvsigyogpb']"
"['rt', 'jimx', 'darrellissa', 'live', 'ca', 'simply', 'wanting', 'affordable', 'healthcare', 'radical', 'communist', 'one', 'f…']"
"['rt', 'centeringpendu', 'mpjulian', 'keeping', 'fight', 'help', 'vulnerable', 'peter', 'pharmacare', 'due', 'universalheal…']"
"['', 'amp', 'volunteered', 'bernie', 'disappointment', '', 'discovered', 'wa', 'ballot', 'measure', 'p…', 'httpstcohscikopyio']"
"['rt', 'altpod', 'pls', 'espyoung', 'womenearly', 'detectionearly', 'prevention', '\nbreastcancerawareness', 'breastcancerawarenessmonth', 'universalhealthcare…']"
"['rt', 'centeringpendu', 'mpjulian', 'keeping', 'fight', 'help', 'vulnerable', 'peter', 'pharmacare', 'due', 'universalheal…']"
"['mpjulian', 'keeping', 'fight', 'help', 'vulnerable', 'peter', 'pharmacare', 'due', 'since…', 'httpstcogpxnvaxj']"
"['nyctaxicabtales\ndude', 'publichealth', 'advocate', 'said', 'bidenharris', 'administration', 'create', 'universalhealthcare', '', 'httpstcocrezsvehx']"
"['coribush', 'critical', 'functioning', 'market', 'economy', '', 'cancelstudentdebt', 'universalhealthcare']"
"['time', 'yearly', 'post', 'bitch', 'able', 'afford', 'health', 'insurance', 'marketplace', 'and…', 'httpstcoulmbuf']"
"['darrellissa', 'live', 'ca', 'simply', 'wanting', 'affordable', 'healthcare', 'radical', 'communist', 'one', 'of…', 'httpstcohgrpquqdk']"
"['united', 'state', 'afford', 'universalhealthcare', '', 'includes', 'abortionaccess', '', 'comprehensive…', 'httpstcovyvargu']"
"['curtisstigers', 'part', 'problem', 'nationalized', 'education', 'system', 'nationalized', 'healthcare', '', 'we’re…', 'httpstconrmoxgkvd']"
"['sunrisemvmt', 'impluniversalhealthcare', 'forgivestudentdebt', 'indigenous', 'repatriation', 'remove', 'pledge', 'allegiance…', 'httpstcokxfnbktxrn']"
"['ive', '', 'job', 'past', '', 'year', 'insurance', 'provider', 'changed', '', 'time', 'hard', 'enough', 'find', 'doctor', 'ha…', 'httpstcooqtynvpy']"
"['rt', 'billdole', 'kamalaharris', 'joebiden', 'here', 'start', 'banfracking', 'create', 'climatejustice', 'abolishice', 'implement', 'nuclearban', 'destroy…']"
"['kamalaharris', 'joebiden', 'here', 'start', 'banfracking', 'create', 'climatejustice', 'abolishice', 'implement', 'nuclearban', 'an…', 'httpstcojjzhoqys']"
"['emiliavalos', 'joebiden', 'kamalaharris', 'sending', 'prayer', 'healing', 'papa\n\nuniversalhealthcare…', 'httpstcokklnernvin']"
"['latest', 'interview', 'up\n\nsusana', 'venezuela', 'talk', 'universalhealthcare', 'economy', 'coronavirus', 'socialism…', 'httpstcouoqpafefh']"
"['cost', 'break', 'wrist', 'sweden\nmedicareforall', 'universalhealthcoverage…', 'httpstcoeiekyecsj']"
"['bacarver', 'publiccitizen', 'downfall', 'medicare\n\nmedicare\n', 'monthly', 'premium\n', 'copays\n', 'cover…', 'httpstcorrgnldqat']"
"['shame', 'work', 'change', 'behavior', 'creates', 'additional', 'problem', 'must', 'combat', 'systemic', 'issue', 'th…', 'httpstcoouqt']"
"['stellaaaar', 'lol', 'corporation', 'real', 'monopolizer', '😈', 'u', 'shouldve', 'implemented', 'universalhealthcare', '…', 'httpstcouysrjatj']"
"['half', 'world’s', 'population', 'lack', 'access', 'basic', 'health', 'care', '', 'strong', 'resilient', 'health', 'system', 'critical', 'to…', 'httpstcofaopdquwq']"
"['llcoolj', 'pro', 'life', 'support', 'universalhealthcare', 'livingwage', 'foodprograms', 'lowincomehousing']"
"['🔑', 'universalhealthcare', 'community', 'health', 'workers\n\nthats', 'cafafricafund', 'directrelief', 'sending', 'million…', 'httpstcoykteohz']"
"['late', 'kenwalibora', 'died', 'couldnt', 'ambulance', 'service', 'fatal', 'accident', 'legislator', 'w…', 'httpstcoalrcnqddp']"
"['rt', 'couchpilotnye', 'hawt', 'proceeds', 'wholewashington', '', 'ballot', 'initiative', 'pas', 'universalhealthcare', 'httpstcoeoy…']"
"['insurance', 'impede', 'healthcare', 'services\n\nuniversalhealthcare', '\nthis', 'absolutely', 'shameful', 'httpstcoadaptr']"
"['drpatfarrell', 'seeing', 'evening', 'tv', 'joe', 'namath', 'joel', 'theismanelderly', 'athlete', 'pitching…', 'httpstcocumdhaiiz']"
"['universalhealthcare', 'controversial', 'httpstcoytmtxwvq']"
"['kristinekenyon', 'billybaldwin', 'p', 'think', 'proper', 'term', 'want', 'universalhealthcare', 'ma\n\nbut', 'i…', 'httpstcoeskyyewid']"
"['angie', 'publiccitizen', 'true\nthanks', 'support\n\ncan', 'help', 'universalhealthcare', 'v', 'ma…', 'httpstcourdrhhaw']"
"['rt', 'couchpilotnye', 'hawt', 'proceeds', 'wholewashington', '', 'ballot', 'initiative', 'pas', 'universalhealthcare']"
"['rt', 'couchpilotnye', 'hawt', 'proceeds', 'wholewashington', '', 'ballot', 'initiative', 'pas', 'universalhealthcare']"
"['hawt', 'proceeds', 'wholewashington', '', 'ballot', 'initiative', 'pas', 'universalhealthcare', 'httpstcoeoycgdscjv']"
"['also', 'others', 'tax', 'aka', 'universal', 'healthcare', 'problem', 'reject', 'the…', 'httpstcorxvluvfc']"
"['joebiden', 'hast', 'put', 'bullshit', 'word', 'piece', 'bullshit', 'paper', 'sign', 'bullshit', 'name', 'fo…', 'httpstcodvbmvtzje']"
"['mp', 'ask', 'money', 'come', 'tell', 'reopen', 'wealthtax', 'debate', 'shut', 'downcanpoli…', 'httpstcoaxmhipvgx']"
"['system', 'let’s', 'discussion', 'going', 'universalhealthcare', 'urban', 'rural', 'dontforgetaboutus', '']"
"['rt', 'felamast', 'okay', '\nabolishelectoralcollege\nbangerrymandering\ninstall', 'wealthtax\ncut', 'militaryspending\ninstall', 'universalhealthcare\n…']"
"['okay', '\nabolishelectoralcollege\nbangerrymandering\ninstall', 'wealthtax\ncut', 'militaryspending\ninstall…', 'httpstcomgqpixuyu']"
"['senatemajldr', 'speakerpelosi', 'senschumer', 'joebiden', 'kamalaharris', 'gregabbotttx', 'sentedcruz', 'happ…', 'httpstcozmutiyar']"
"['rt', 'agapeloveallday', 'im', 'talking', 'small', 'insurance', 'company', 'im', 'talking', 'ceo', 'cigna', 'aetna', 'others', 'meanwhile', 'american', 'a…']"
"['rt', 'agapeloveallday', 'joebiden', 'chose', 'also', 'nurse', 'tired', 'watching', 'people', 'suffer', 'afford', 'healthcare', 'a…']"
"['im', 'talking', 'small', 'insurance', 'company', 'im', 'talking', 'ceo', 'cigna', 'aetna', 'others', 'meanwhile', 'american…', 'httpstcoffppgmmbo']"
"['rt', 'agapeloveallday', 'joebiden', 'chose', 'also', 'nurse', 'tired', 'watching', 'people', 'suffer', 'afford', 'healthcare', 'a…']"
"['kloeffler', 'reverendwarnock', 'realize', 'we’re', 'literally', 'developed', 'country', 'doesn’t', 'have…', 'httpstcoknownvv']"
"['joebiden', 'chose', 'also', 'nurse', 'tired', 'watching', 'people', 'suffer', 'afford', 'healthcar…', 'httpstcodukwwxjr']"
"['remove', 'predatorial', 'aspect', 'building', 'one', 'future', 'engaging', 'system', 'cancel', 'student', 'debt', '', 'provides…', 'httpstcocbnahl']"
"['paying', 'medical', 'bill', 'post', 'hospital', 'recuperation', 'universalhealthcare', 'httpstcooksxwfaz']"
"['healthcare', 'pharmacare', 'human', 'right', 'never', 'profited', 'from\n\nuniversalhealthcare…', 'httpstcofgomwoinx']"
"['continue', 'advocate', 'universalhealthcare', 'american', 'public', 'option', 'critical', 'step', 'bett…', 'httpstcotipsay']"
"['nunavut', 'know', 'poor', 'health', 'system', 'tragedy', 'already', '', 'exception', 'covid', 'lesson', 'wha…', 'httpstcojfttxuyuzk']"
"['high', 'health', 'care', 'cost', 'still', '“catastrophic”', 'million', 'despite', 'insurance', 'coverage', 'httpstcohbyufszmz…', 'httpstcorumgymafd']"
"['democrat', 'need', 'serious', 'plan', 'resolve', 'flaw', 'aca\n\nnow', 'operate', 'small…', 'httpstcoexrzyuvxb']"
"['rt', 'bernieshq', 'getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'communi…']"
"['rt', 'bernieshq', 'getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'communi…']"
"['rt', 'bernieshq', 'getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'communi…']"
"['rt', 'bernieshq', 'getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'communi…']"
"['rt', 'bernieshq', 'getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'communi…']"
"['ossoff', 'watched', 'video', 'interview', 'backing', 'anything', 'actually', 'help', 'u', 'mainly', 'singlepayer…', 'httpstcorpejmqgak']"
"['getting', 'frustrated', 'confronted', 'brain', 'dead', 'american', 'repeat', 'universalhealthcare', 'is…', 'httpstcormjmatayp']"
"['madonna', 'called', 'coronaviruspandemic', 'great', 'equalizer', 'covid', 'actually', 'exposed', 'gross', 'inequalities…', 'httpstcotavvja']"
"['sondrawatkins', 'bharatramamurti', 'insane', 'mine', 'cost', 'k', 'er', 'refused', 'disclose', 'cost', '', 'time', 'treatment', 'many', 'peopl…', 'httpstcovxqztkz']"
"['year', 'proven', 'worth', 'solid', 'health', 'care', 'plan', 'article', 'discus', 'importance', 'universal', 'heal…', 'httpstcoodoapgsd']"
"['rt', 'martellsincere', 'yesterday', 'work', 'talked', 'cubana', 'latina', '\nshes', '', 'funsize', 'intelligent', 'nice', 'leg', 'cuteface…']"
"['rbitchardson', 'im', 'glad', 'insurance', 'can’t', 'imagine', 'bill', 'look', 'like', '😬', 'regardless', 'it’s…', 'httpstcoswfvmec']"
"['rt', 'opnmindtexas', 'reppressley', 'singlepayer', 'universalhealthcare', 'racial', 'justice', 'issue', 'support', 'never', 'have\n\nwhy…']"
"['reppressley', 'singlepayer', 'universalhealthcare', 'racial', 'justice', 'issue', 'support', 'never', 'have…', 'httpstcoagznistht']"
"['realdeadhead', 'aacwrath', 'aoc', 'boulderleah', 'believe', 'cancelling', 'student', 'debt', 'definitely', 'last', 'penny…', 'httpstcoafnvtghi']"
"['yesterday', 'work', 'talked', 'cubana', 'latina', '\nshes', '', 'funsize', 'intelligent', 'nice', 'legs…', 'httpstcoybdqwcv']"
"['senwarren', 'excuse', 'important', 'need', 'atm\n\npeople', 'need', 'ubi', 'singlepayer…', 'httpstcoosuesfsskf']"
"['dmtoft', 'canada', 'fortunate', 'enough', 'take', 'vacation', 'britishcolumbia', 'several', 'year', 'pandemic', 'hit…', 'httpstcopfeinphtav']"
"['rt', 'pixelswork', 'health', 'care', 'vinyl', 'sticker', '\nresistance', '', 'socialism', '', 'sticker', '', 'antiracist', '', 'socialist', '', 'anticapitalism', 'universalhea…']"
"['bharatramamurti', 'cancel', 'medical', 'debt', 'instead', 'goodnight', 'universalhealthcare']"
"['imagine', 'happening', 'universalbasicincome', 'universalhealthcare', 'httpstcomszsfobv']"
"['olympus', 'fell•\n\npick', 'olympus', 'back', '\n\noccupy', 'loving', 'megan', 'peter', 'united', 'states•\n\nnorth', 'amp', 'south', 'america…', 'httpstcomhubylprob']"
"['leonaleonee', 'bakarisellers', 'joebiden', 'vote', 'universalhealthcare', '\n\nfreeing', 'baby', 'cage', 'reun…', 'httpstcooxqmicbbt']"
"['one', 'takeaway', 'reverendwarnocks', 'healthcare', 'meeting', '', 'rural', 'doctor', 'saying', 'we…', 'httpstcowqbyanols']"
"['uhc', 'worst', 'insurance', 'ever', 'going', '', 'pocket', 'coupon', 'inhaler', 't…', 'httpstcoasmspysu']"
"['president', 'iget', 'give', 'america', 'universalhealthcare', 'nothing', 'else', 'matter', 'neverforget', 'pink', 'brightpink']"
"['rt', 'pixelswork', 'health', 'care', 'vinyl', 'sticker', '\nresistance', '', 'socialism', '', 'sticker', '', 'antiracist', '', 'socialist', '', 'anticapitalism', 'universalhea…']"
"['demand', 'expansion', 'medicaid', 'state', 'protection', 'medicare', 'singlepayer', 'universal', 'health…', 'httpstcofzgiplrbt']"
"['sound', 'better', '', 'sizable', 'portion', 'check', 'paid', 'insurer', 'decide', 'doctor', 'see…', 'httpstcocajblzam']"
"['author', 'argues', 'foodsystem', 'broken', 'instead', 'functioning', 'exactly', 'intended', 'bring', 'u', 'cheap', 'food…', 'httpstcoezxisuj']"
"['joebiden', 'universalhealthcare', 'please', 'i’m', 'tired', 'scared', 'choose', 'paying', 'rent', 'and…', 'httpstcobdifrnqa']"
"['sxmurbanview', 'karenhunter', 'tried', 'covid', 'test', 'one', 'place', 'didnt', 'take', 'insurance', 'another', 'said', 'w…', 'httpstcomnrtmnonk']"
"['discussing', 'healthcare', 'inequity', 'complete', 'without', 'discussing', 'healthcare', 'access', 'resource', 'aamc', 'aca', 'universalhealthcare']"
"['hard', 'believe', 'agree', 'scaramucci', 'true', '', 'dems', 'keep', 'pushing', 'le', 'chance…', 'httpstcoxtlbwwcv']"
"['universalhealthcare', 'people', 'entitled', 'good', 'health', 'hallmark', 'successful', 'democracy', 'httpstcorkamdxm']"
"['gaangster', 'medicareforall', 'universalbasicincome', 'ubi', 'universalhealthcare', 'amp', 'singlepayer', 'need', 'mat…', 'httpstcoetdgtyxmbw']"
"['cnn', 'y’all', 'love', 'nonsense', 'give', 'stoopidish', 'stuff', 'report', 'instead', 'reporting', 'ou…', 'httpstcofsgslcmhv']"
"['calvary', 'coming', 'fr\nrecoveryubi', 'ubi', 'basicincome', 'universalhealthcare', 'stimuluschecksnow', 'httpstcozpnvxwgn']"
"['pandemic', 'hitting', 'country', 'hard', 'system', 'responded', 'article', 'discus', 'issue', 'within…', 'httpstcoqasoofuyt']"
"['health', 'care', 'hugely', 'important', 'issue', 'world', 'article', 'discus', 'situation', 'regarding', 'univers…', 'httpstconyuzdmgmsm']"
"['raisinghill', 'you’re', 'actually', 'insane', 'advocating', 'universalhealthcare', 'policy', 'save', 'planet', 'stand']"
"['im', 'sad', 'going', 'lockdown', 'sad', 'system', 'prioritizing', 'people', 'health', 'saf…', 'httpstcoztwdjxkq']"
"['rt', 'pixelswork', 'health', 'care', 'vinyl', 'sticker', '\nresistance', '', 'socialism', '', 'sticker', '', 'antiracist', '', 'socialist', '', 'anticapitalism', 'universalhea…']"
"['rt', 'warmvegetables', 'wanting', 'others', 'struggle', 'measure', 'individual', 'success', 'rather', 'yardstick', 'measure', 'failure…']"
"['wanting', 'others', 'struggle', 'measure', 'individual', 'success', 'rather', 'yardstick', 'measure', 'fai…', 'httpstcorfsompul']"
"['erictopol', 'scottgottliebmd', 'reedabelson', 'amermedicalassn', 'aamctoday', 'add', 'fact', 'profitdriven', 'm…', 'httpstcounjxwtsgxg']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['american', 'dying', 'average', '', 'debt', 'httpstcoqmuudadru', 'universalhealthcare']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['health', 'care', 'vinyl', 'sticker', '\nresistance', '', 'socialism', '', 'sticker', '', 'antiracist', '', 'socialist', '', 'anticapitalism…', 'httpstcohgvycerg']"
"['rt', 'moseskuria', 'recently', 'heard', 'someone', 'comparing', 'management', 'digital', 'transformation', 'healthcare', 'drinking', 'fire', 'hose…']"
"['recently', 'heard', 'someone', 'comparing', 'management', 'digital', 'transformation', 'healthcare', 'drinking', 'fire', 'h…', 'httpstcofmmsxjhf']"
"['id', 'like', 'propose', 'creative', 'solution', 'dems', 'socialism', 'issue', 'need', 'frame', 'universalhealthcare', 'gr…', 'httpstcoatafwsmdof']"
"['barackobama', 'twice', 'obama', 'worked', 'candidate', 'mirrored', 'policy', 'arrogantly', 'pushed', 'sander', 'aside…', 'httpstcohvbivtoqm']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['rt', 'smartdissent', 'icymi', '', 'american', 'lost', 'health', 'insurance', 'trump', 'httpstcoazppibumz', 'smartdissent', 'obamacare', '…']"
"['melobtimes', 'ossoff', 'i’m', 'tool', 'advocating', 'universalhealthcare', 'must', 'different', 'level', 'privileg…', 'httpstcoktgzobgq']"
"['rt', 'alangrayson', 'take', '', 'debt', 'mean', '', 'average', 'american', 'dy', '', 'debt\nhttpstcocxnteynyvh\nwe', 'strive…']"
"['rt', 'evolvingmanlbv', 'thedemocrats', 'people', 'bailout', '', 'unemployment', 'benefit', 'reup', 'lost', 'job', 'also', 'un…']"
"['rt', 'evolvingmanlbv', 'thedemocrats', 'people', 'bailout', '', 'unemployment', 'benefit', 'reup', 'lost', 'job', 'also', 'un…']"
"['rt', 'votecnp', '', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'u', 'r…']"
"['come', '', 'yall', 'whether', 'joebiden', 'able', 'save', 'tanked', 'economy', 'raise', 'minimum', '', 'rollout…', 'httpstcoouhkzajsk']"
"['jesus', 'republican', 'salvation', 'everyone', 'universalhealthcare', 'body', 'soul', 'need', 'ne…', 'httpstcozqfzynohs']"
"['universalhealthcare', 'righttovote', 'time', 'httpstcoozmatsxbm']"
"['insurance', 'employeri', 'make', 'appointment', 'simple', 'flu', 'shot', 'i’m', 'told', 'pharmac…', 'httpstcommooxfzp']"
"['rt', 'votecnp', '', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'u', 'r…']"
"['rt', 'hcfawa', 'annual', 'meeting', '', 'pm', 'today', 'rsvp', 'link', 'zoom', 'meeting', 'room\nuniversalhealthcare', 'medicareforall', 'medicareall', 'h…']"
"['rt', 'hcfawa', 'annual', 'meeting', '', 'pm', 'today', 'rsvp', 'link', 'zoom', 'meeting', 'room\nuniversalhealthcare', 'medicareforall', 'medicareall', 'h…']"
"['annual', 'meeting', '', 'pm', 'today', 'rsvp', 'link', 'zoom', 'meeting', 'room\nuniversalhealthcare', 'medicareforall…', 'httpstcoutaoezju']"
"['jesus', 'republican', 'salvation', 'everyone', 'universalhealthcare', 'body', 'soul', 'need', 'ne…', 'httpstcozubpmuoa']"
"['rt', 'votecnp', '', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'u', 'r…']"
"['rt', 'votecnp', '', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'u', 'r…']"
"['stink', 'people', 'color', 'dying', 'covid', 'probably', 'don’t', 'universalhealthcare']"
"['stinky', 'manna', 'universalhealthcare\n\nin', 'talking', 'concept', '“enough”', 'clergy', 'told', 'manna', 'pr…', 'httpstcopylaswml']"
"['👇universalhealthcare', 'httpstcogrzkznzjb']"
"['rt', 'votecnp', '', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'u', 'r…']"
"['', 'corporate', 'money', 'largest', 'corporation', 'amp', 'billionaire', 'controlling', 'major', 'parties\n', 'fact', 'th…', 'httpstcokztjyfxaka']"
"['lord', 'compel', 'u', 'love', 'freakin', 'neighbor\nlivingwage\nuniversalhealthcare\nblm\nwomensrights\nlgbtq…', 'httpstcomcbcsra']"
"['gregdore', 'sofiarb', '👆🏼💯as', 'australia', 'right', '🇦🇺', 'good', 'ya\n\nworththecure…', 'httpstcorkzkdvec']"
"['gregdore', 'coverage', 'place', 'dr', 'fax', '“special', 'authority”', 'request', 'public', 'drug', 'plan', 'to…', 'httpstcomyhmcttg']"
"['rt', 'cgcanning', 'call', 'socialist', 'aspect', 'healthcare', 'including', 'ltc', 'mental', 'health', 'dentistry', 'chiropractic', 'prescription', 'drugs…']"
"['thedemocrats', 'people', 'bailout', '', 'unemployment', 'benefit', 'reup', 'lost', 'job', 'also…', 'httpstcofwixrpgtwy']"
"['rt', 'cldahlstrom', 'please', 'consider', 'helping', 'gifted', 'young', 'musicianphotographer', 'httpstcoetpvxmbos', 'universalhealthcare', 'nola', 'gofun…']"
"['truth', 'healthcare\nuniversalhealthcare', 'healthcareforall', 'fucktrump', 'trumplies', 'healthcare', 'covid…', 'httpstcovqoroitdw']"
"['breaking', 'proof', 'jesus', 'republican', 'salvation', 'everyone', 'universalhealthcare', 'body', 'soul', 'all…', 'httpstcoyaofqnnsv']"
"['read', 'thread', 'don’t', 'believe', 'covid', 'stop', 'supporting', 'politician', 'stand', 'way', 'of…', 'httpstcohwaroozvj']"
"['ossoff', 'believing', 'science', 'mean', 'supporting', 'universalhealthcare', 'don’t', 'support', 'medicareforall']"
"['significant', '', 'mortality', 'red', '', 'cancer', 'globally', 'achieved', 'by\nimprovingeconomy\nearlydetection…', 'httpstcojbqeeqxvg']"
"['want', 'socialized', 'healthcare', 'ask', 'veteran', 'take', '', 'day', 'year', 'say', '“appreciate”', '\n\nt…', 'httpstcoseqyyow']"
"['rt', 'sevenstarhand', 'beccasblog', 'estherreedy', 'bingo', 'already', 'established', 'universalbasicincome', 'universalhealthcare', 'i…']"
"['mean', 'excited', 'shitty', 'time', 'paying', 'dental', 'shouldnt', 'something…', 'httpstcookqxffyx']"
"['rt', 'glassaholic', 'cancer', 'doesnt', 'hurt', 'patient', 'insinuates', 'heart', 'body', 'person', 'come', 'contac…']"
"['rt', 'neilfan', 'joshuarush', 'im', 'independent', 'vote', 'mostly', 'democrat', 'amp', 'agrees', 'progressive', 'goals\n\nfor', 'example', 'tot…']"
"['joshuarush', 'im', 'independent', 'vote', 'mostly', 'democrat', 'amp', 'agrees', 'progressive', 'goals\n\nfor', 'exam…', 'httpstcokggztspwsb']"
"['kamalaharris', 'joebiden', 'joe', 'biden', 'take', 'legalized', 'bribe', 'block', 'best', 'way', 'control', 'pandemic…', 'httpstcobqyhfwtjw']"
"['joebiden', 'disingenuous', 'coming', 'guy', 'take', 'legalized', 'bribe', 'block', 'best', 'response', 'pandemic', '…', 'httpstcogpxaogevc']"
"['step', 'away', 'onepeloton', 'week', 'ago', 'manage', 'low', 'blood', 'sugar', 'grateful', 'robinnyc', 'a…', 'httpstcoyhtakjmbu']"
"['davidfincher', 'won’t', 'come', 'back', 'mindhunter', 'yet', 'find', 'time', 'promoting', 'mank', 'crap', 'joker', '', 'jok…', 'httpstcohjoumzrzkf']"
"['thedemocrats', 'joebiden', 'universalhealthcare', 'american', 'ever', 'worry']"
"['jvhere', 'amen', 'quality', 'life', 'it’s', 'money', 'handy', 'tool', 'doubt', 'must', 'possibility', 'of…', 'httpstcocgwtrkfc']"
"['rt', 'speedydaneedy', 'time', 'now\nrecoveryubi\nubi', 'basicincome', 'universalhealthcare', 'stimuluschecksnow']"
"['rt', 'sevenstarhand', 'beccasblog', 'estherreedy', 'bingo', 'already', 'established', 'universalbasicincome', 'universalhealthcare', 'i…']"
